DS_CAST_NO,DS_DS_NO,HM Wt,HM Temp,HM S,Aim S,Act Mg,Act Lime,ADS
T98408,2,168.4,1394.0,0.065,0.012,97,352,0.028
T96675,1,161.3,1388.0,0.026,0.012,57,382,0.017
T92016,1,166.0,1407.0,0.025,0.012,59,384,0.015
T92853,2,150.9,1361.0,0.053,0.012,40,381,0.012
T91659,1,160.6,1372.0,0.039,0.012,49,274,0.01
T96172,1,175.3,1344.0,0.043,0.012,66,376,0.019
T99154,2,167.7,1368.0,0.055,0.012,67,299,0.016
T96249,1,159.4,1362.0,0.031,0.012,68,350,0.015
T95737,2,156.4,1374.0,0.022,0.012,75,335,0.016
T98892,2,182.7,1369.0,0.042,0.012,77,200,0.012
T96575,1,160.1,1390.0,0.065,0.012,72,305,0.018
T96855,1,161.5,1365.0,0.043,0.012,64,386,0.017
T91854,1,169.2,1402.0,0.049,0.012,57,379,0.018
T96258,2,159.2,1308.0,0.03,0.012,68,321,0.018
T97287,2,167.6,1402.0,0.043,0.012,59,287,0.012
T92663,1,165.2,1336.0,0.044,0.012,85,303,0.02
T97287,1,156.8,1391.0,0.032,0.012,71,374,0.019
T99901,2,165.4,1387.0,0.028,0.012,64,376,0.019
T92757,1,167.3,1343.0,0.038,0.012,55,409,0.016
T91860,1,157.6,1401.0,0.022,0.012,75,315,0.014
T91502,2,168.6,1340.0,0.028,0.012,72,457,0.021
T97938,1,169.9,,0.057,0.012,73,287,0.018
T95859,1,157.8,1359.0,0.052,0.012,64,439,0.021
T96249,1,168.4,1360.0,0.036,0.012,49,407,0.015
T97892,1,166.6,,0.048,0.012,76,308,0.019
T97528,2,162.6,1372.0,0.061,0.012,75,350,0.021
T97873,2,163.2,1379.0,0.062,0.012,62,292,0.014
T93568,2,167.8,1368.0,0.053,0.012,80,327,0.019
T98098,2,160.9,1341.0,0.026,0.012,77,387,0.019
T92291,1,169.0,1349.0,0.028,0.012,85,317,0.019
T97776,1,159.4,1423.0,0.035,0.012,76,267,0.015
T95555,1,159.9,1344.0,0.054,0.012,70,250,0.014
T91466,1,156.0,1345.0,0.033,0.012,82,290,0.019
T92663,2,153.0,1331.0,0.043,0.012,73,329,0.019
T92021,1,166.1,,0.061,0.012,78,385,0.024
T92028,1,151.3,1394.0,0.065,0.012,52,293,0.016
T96618,2,167.3,1380.0,0.062,0.012,76,346,0.018
T96463,2,164.4,1402.0,0.026,0.012,69,418,0.02
T91995,2,178.2,1352.0,0.066,0.012,78,243,0.017
T97736,1,169.3,1341.0,0.054,0.012,71,346,0.018
T91860,2,168.6,1377.0,0.051,0.012,71,293,0.017
T91202,1,160.3,1382.0,0.032,0.012,68,273,0.017
T92899,1,161.0,1375.0,0.066,0.012,52,335,0.013
T92267,2,162.1,1362.0,0.021,0.012,72,410,0.018
T99006,2,164.8,1396.0,0.024,0.012,74,320,0.016
T92685,2,160.9,1369.0,0.028,0.012,68,285,0.013
T98280,1,169.0,1376.0,0.055,0.012,77,269,0.016
T94242,1,162.3,1369.0,0.051,0.012,66,333,0.017
T94627,1,172.8,1358.0,0.067,0.012,59,312,0.013
T94242,2,159.2,1343.0,0.037,0.012,66,279,0.016
T92899,1,170.2,1381.0,0.037,0.012,81,290,0.019
T95931,1,178.5,1316.0,0.053,0.012,62,344,0.017
T97892,1,177.4,1354.0,0.029,0.012,77,293,0.016
T91775,1,159.0,1357.0,0.043,0.012,72,302,0.018
T95389,2,173.1,1340.0,0.021,0.012,67,308,0.013
T97910,1,149.4,1363.0,0.05,0.012,79,359,0.022
T95555,2,154.1,1381.0,0.059,0.012,66,342,0.019
T93568,2,169.2,1373.0,0.03,0.012,73,316,0.014
T92757,1,168.1,1356.0,0.035,0.012,85,345,0.021
T93693,1,169.2,1385.0,0.027,0.012,90,332,0.02
T97910,2,161.6,1377.0,0.051,0.012,61,362,0.02
T94152,1,157.2,1341.0,0.048,0.012,78,241,0.016
T97331,2,152.3,1351.0,0.061,0.012,86,418,0.025
T92585,1,159.0,1335.0,0.069,0.012,88,312,0.025
T93568,1,169.6,1361.0,0.069,0.012,67,299,0.018
T94104,2,171.0,1353.0,0.025,0.012,62,303,0.015
T91769,1,167.1,1364.0,0.048,0.012,76,328,0.017
T93558,2,166.4,1418.0,0.059,0.012,75,275,0.017
T92021,2,176.9,1329.0,0.053,0.012,56,329,0.016
T93790,1,174.8,1323.0,0.065,0.012,77,331,0.019
T92986,2,171.6,1407.0,0.042,0.012,80,390,0.022
T91161,1,173.1,1383.0,0.041,0.012,74,280,0.018
T91698,1,167.4,1394.0,0.021,0.012,72,419,0.022
T96390,1,168.3,1361.0,0.021,0.012,61,295,0.016
T96675,2,159.6,1387.0,0.055,0.012,54,284,0.014
T99004,1,167.7,1367.0,0.044,0.012,71,297,0.016
T97873,1,160.5,1392.0,0.053,0.012,71,330,0.018
T96575,2,173.7,1395.0,0.032,0.012,50,340,0.011
T99164,2,169.4,1393.0,0.063,0.012,74,357,0.02
T94561,2,162.0,1354.0,0.065,0.012,80,269,0.019
T97546,2,169.9,1372.0,0.053,0.012,73,235,0.013
T94843,1,172.9,1346.0,0.034,0.012,79,342,0.02
T96486,1,158.9,1384.0,0.031,0.012,70,337,0.015
T98270,1,163.2,1378.0,0.051,0.012,66,342,0.016
T97396,1,158.2,1330.0,0.067,0.012,84,329,0.024
T97396,2,164.7,1381.0,0.049,0.012,76,268,0.017
T98555,2,174.3,1381.0,0.062,0.012,58,290,0.015
T96463,1,165.0,,0.048,0.012,57,343,0.018
T96249,2,169.1,1371.0,0.054,0.012,85,327,0.022
T99958,2,161.2,1384.0,0.048,0.012,61,375,0.02
T97863,2,171.0,1378.0,0.049,0.012,65,364,0.018
T98721,2,164.6,1348.0,0.057,0.012,67,294,0.019
T97235,2,170.3,1386.0,0.04,0.012,91,427,0.022
T98554,1,171.1,1346.0,0.065,0.012,46,251,0.012
T99322,1,157.6,1343.0,0.063,0.012,74,287,0.016
T98869,2,160.2,1375.0,0.056,0.012,88,325,0.022
T99529,2,162.1,1303.0,0.057,0.012,79,256,0.02
T98916,1,177.4,1353.0,0.041,0.012,74,259,0.015
T93734,1,174.5,1362.0,0.062,0.012,59,229,0.013
T95389,2,165.7,1403.0,0.067,0.012,66,356,0.019
T98858,2,184.2,1365.0,0.06,0.012,71,200,0.011
T94943,2,155.8,1418.0,0.027,0.012,67,340,0.013
T95389,1,163.3,1333.0,0.059,0.012,79,367,0.023
T96191,2,173.2,1382.0,0.043,0.012,92,340,0.023
T91064,2,165.3,1386.0,0.05,0.012,72,288,0.016
T97420,2,159.1,1347.0,0.07,0.012,77,257,0.017
T97938,2,167.8,1368.0,0.038,0.012,69,401,0.02
T98098,2,183.7,1367.0,0.037,0.012,62,339,0.014
T99571,2,159.1,1397.0,0.033,0.012,76,248,0.014
T96535,2,159.9,,0.026,0.012,54,284,0.013
T93931,2,157.5,1417.0,0.028,0.012,76,378,0.016
T93558,1,162.1,1323.0,0.046,0.012,56,382,0.015
T92184,1,172.6,1381.0,0.065,0.012,80,319,0.023
T95636,1,176.0,1348.0,0.06,0.012,55,401,0.018
T94556,2,156.1,1382.0,0.029,0.012,78,327,0.018
T98869,1,169.3,1353.0,0.048,0.012,89,283,0.021
T91197,1,170.4,1404.0,0.062,0.012,65,246,0.017
T91161,1,160.2,1373.0,0.047,0.012,63,423,0.02
T98270,1,170.2,1360.0,0.066,0.012,68,215,0.015
T97668,1,167.6,1342.0,0.065,0.012,76,315,0.018
T97863,2,172.6,1380.0,0.037,0.012,50,416,0.015
T99838,1,149.4,1381.0,0.064,0.012,65,310,0.016
T94005,2,167.0,1361.0,0.049,0.012,85,378,0.022
T96892,2,170.7,1371.0,0.044,0.012,71,361,0.018
T98280,1,172.3,1377.0,0.059,0.012,62,344,0.021
T99154,2,170.6,,0.059,0.012,65,326,0.018
T97287,1,156.6,1345.0,0.054,0.012,79,299,0.018
T97019,2,175.0,1358.0,0.061,0.012,82,294,0.021
T94561,2,170.2,1385.0,0.068,0.012,76,282,0.017
T94157,1,165.1,1367.0,0.064,0.012,78,297,0.024
T93433,2,165.3,,0.024,0.012,56,327,0.012
T98280,2,177.3,1410.0,0.063,0.012,66,279,0.013
T92998,2,170.0,1391.0,0.059,0.012,77,331,0.019
T95931,2,166.1,1326.0,0.066,0.012,74,309,0.022
T97668,2,159.1,1354.0,0.057,0.012,70,437,0.02
T96258,2,163.4,1409.0,0.064,0.012,55,420,0.019
T98994,2,159.0,1381.0,0.021,0.012,72,326,0.017
T97546,2,152.7,1334.0,0.069,0.012,45,231,0.011
T97396,1,166.6,1321.0,0.03,0.012,69,351,0.017
T96249,2,152.7,1326.0,0.063,0.012,66,395,0.021
T93747,1,160.6,1358.0,0.066,0.012,55,211,0.015
T98513,1,162.8,1387.0,0.02,0.012,69,349,0.015
T97019,2,154.8,,0.066,0.012,55,369,0.015
T96393,2,172.1,1384.0,0.061,0.012,65,337,0.019
T91391,1,164.2,,0.066,0.012,50,343,0.014
T92685,1,148.9,1324.0,0.029,0.012,87,297,0.021
T94005,1,170.9,1361.0,0.059,0.012,41,340,0.014
T95297,2,177.4,1419.0,0.044,0.012,75,319,0.019
T98098,2,166.3,1404.0,0.033,0.012,47,297,0.011
T91659,2,169.3,1358.0,0.058,0.012,69,306,0.018
T91995,1,167.3,1375.0,0.044,0.012,76,248,0.017
T95413,2,169.0,1355.0,0.065,0.012,70,266,0.016
T96791,2,161.2,1321.0,0.056,0.012,67,267,0.017
T94510,2,159.8,1355.0,0.027,0.012,57,341,0.015
T99666,2,157.6,1386.0,0.033,0.012,62,281,0.017
T93062,1,165.8,1341.0,0.033,0.012,75,376,0.02
T98721,2,169.5,1397.0,0.037,0.012,61,311,0.014
T98777,2,169.4,1398.0,0.053,0.012,88,329,0.025
T92757,1,162.1,1359.0,0.065,0.012,75,292,0.016
T96864,2,163.6,1373.0,0.05,0.012,97,346,0.023
T97235,1,163.6,1403.0,0.058,0.012,56,326,0.015
T99901,1,161.5,,0.036,0.012,40,387,0.013
T93454,2,151.5,1406.0,0.046,0.012,67,375,0.018
T96276,1,163.6,1326.0,0.045,0.012,56,250,0.011
T92306,2,162.9,1355.0,0.055,0.012,74,377,0.02
T94843,1,164.7,1362.0,0.046,0.012,73,297,0.017
T94943,1,161.3,1401.0,0.037,0.012,83,309,0.018
T99110,2,167.0,1370.0,0.032,0.012,75,402,0.02
T99164,1,184.0,1352.0,0.033,0.012,51,320,0.013
T98280,2,170.5,1367.0,0.069,0.012,70,305,0.018
T98280,2,161.7,1383.0,0.038,0.012,81,388,0.023
T94005,2,163.4,1362.0,0.06,0.012,82,234,0.023
T99529,2,164.2,1391.0,0.024,0.012,69,343,0.017
T99338,1,165.8,1373.0,0.024,0.012,67,272,0.015
T94581,2,165.0,1362.0,0.054,0.012,90,297,0.02
T99006,1,161.8,1399.0,0.043,0.012,65,342,0.016
T92899,2,161.5,1406.0,0.064,0.012,80,217,0.017
T96977,1,169.5,,0.063,0.012,85,420,0.025
T98099,1,163.2,1350.0,0.058,0.012,85,350,0.024
T93454,1,169.0,1400.0,0.061,0.012,82,358,0.021
T98555,1,163.5,1395.0,0.064,0.012,78,273,0.02
T96592,2,152.4,1341.0,0.059,0.012,68,249,0.017
T99571,2,157.6,1362.0,0.046,0.012,79,325,0.022
T98513,1,153.8,1401.0,0.033,0.012,66,286,0.017
T96276,1,166.4,1394.0,0.059,0.012,82,296,0.017
T97668,2,153.1,1357.0,0.036,0.012,54,394,0.016
T98125,1,161.5,1343.0,0.032,0.012,69,307,0.014
T98035,1,162.4,1402.0,0.029,0.012,61,347,0.015
T98555,2,163.3,1384.0,0.051,0.012,49,330,0.014
T92636,1,171.2,1371.0,0.032,0.012,60,403,0.016
T94510,1,172.4,1350.0,0.039,0.012,47,247,0.01
T92853,2,159.8,1388.0,0.055,0.012,63,288,0.018
T97736,1,164.9,1344.0,0.06,0.012,72,262,0.017
T95488,2,162.0,1347.0,0.036,0.012,82,428,0.022
T97776,2,168.0,1380.0,0.062,0.012,64,200,0.015
T99529,2,164.4,1395.0,0.023,0.012,47,346,0.011
T99755,2,168.2,1374.0,0.069,0.012,66,351,0.017
T97863,1,157.1,1361.0,0.041,0.012,82,330,0.022
T91995,2,166.6,1392.0,0.036,0.012,47,274,0.011
T92930,2,155.2,1341.0,0.066,0.012,60,278,0.018
T95887,1,159.5,1346.0,0.027,0.012,67,339,0.017
T92495,2,165.7,1397.0,0.038,0.012,49,323,0.013
T95282,1,151.3,1340.0,0.038,0.012,60,271,0.013
T97287,2,149.7,,0.041,0.012,86,326,0.022
T98994,2,156.9,1345.0,0.062,0.012,78,339,0.024
T95658,2,158.4,1397.0,0.062,0.012,56,349,0.019
T92930,2,159.2,1392.0,0.05,0.012,79,352,0.02
T96530,1,161.3,1333.0,0.07,0.012,73,254,0.019
T98215,1,167.1,1349.0,0.062,0.012,91,300,0.024
T98989,1,178.7,1333.0,0.054,0.012,71,247,0.016
T94073,2,160.6,1386.0,0.03,0.012,59,346,0.015
T91466,2,167.7,1339.0,0.047,0.012,54,248,0.012
T93454,2,173.7,1381.0,0.031,0.012,73,276,0.015
T92986,1,172.5,1365.0,0.035,0.012,68,294,0.017
T98721,2,159.5,1372.0,0.054,0.012,75,328,0.02
T97374,1,171.1,1328.0,0.029,0.012,61,292,0.013
T92734,1,174.0,1392.0,0.025,0.012,77,256,0.015
T99958,1,175.7,,0.047,0.012,84,340,0.019
T94157,2,176.0,,0.02,0.012,72,331,0.016
T92636,2,157.3,1372.0,0.05,0.012,81,223,0.017
T92986,2,166.7,1319.0,0.065,0.012,73,308,0.02
T98280,2,160.2,1361.0,0.03,0.012,72,335,0.016
T96116,1,155.9,1377.0,0.039,0.012,63,345,0.017
T92986,1,168.4,1373.0,0.066,0.012,84,298,0.02
T96393,2,166.4,1331.0,0.055,0.012,62,417,0.019
T97019,2,166.2,1388.0,0.027,0.012,72,324,0.019
T93747,2,161.7,1389.0,0.039,0.012,58,369,0.018
T95636,1,182.1,1389.0,0.058,0.012,80,297,0.015
T96191,2,175.6,1352.0,0.053,0.012,67,365,0.018
T99792,1,162.1,1334.0,0.028,0.012,76,314,0.014
T92021,1,164.8,1358.0,0.023,0.012,54,382,0.012
T98280,1,168.5,1399.0,0.054,0.012,58,299,0.016
T92267,1,172.2,1346.0,0.05,0.012,60,327,0.015
T92734,1,168.4,1348.0,0.023,0.012,73,301,0.018
T94385,1,165.8,1343.0,0.069,0.012,71,317,0.019
T96051,1,155.1,1359.0,0.033,0.012,66,326,0.018
T91663,2,178.7,1380.0,0.039,0.012,61,218,0.014
T92707,2,160.6,1387.0,0.029,0.012,54,383,0.017
T92678,2,172.4,1338.0,0.061,0.012,77,241,0.016
T97736,1,165.2,1395.0,0.068,0.012,57,381,0.015
T96463,1,173.8,1399.0,0.031,0.012,74,352,0.017
T98629,2,155.9,1363.0,0.034,0.012,51,368,0.017
T92899,1,160.6,1335.0,0.055,0.012,70,285,0.021
T93612,1,164.0,1401.0,0.046,0.012,84,308,0.018
T91769,1,158.6,1379.0,0.025,0.012,75,359,0.02
T97439,1,161.2,1418.0,0.066,0.012,71,243,0.017
T97331,1,174.0,1334.0,0.051,0.012,82,269,0.02
T97668,1,168.9,1377.0,0.035,0.012,62,233,0.011
T92484,1,175.1,1407.0,0.044,0.012,61,370,0.016
T92663,1,165.5,1382.0,0.045,0.012,74,308,0.017
T91502,1,163.9,1315.0,0.046,0.012,65,363,0.019
T95218,1,155.8,1318.0,0.045,0.012,61,356,0.016
T96051,1,172.3,1415.0,0.048,0.012,54,378,0.014
T93062,1,163.9,1355.0,0.04,0.012,57,296,0.014
T97374,2,166.4,1382.0,0.027,0.012,80,258,0.016
T97668,1,161.1,1337.0,0.053,0.012,79,331,0.023
T92495,1,184.9,1356.0,0.06,0.012,100,309,0.024
T97776,2,165.9,1394.0,0.062,0.012,83,365,0.022
T92059,2,160.0,1377.0,0.021,0.012,74,328,0.018
T93911,2,156.9,1359.0,0.04,0.012,81,365,0.021
T96977,1,168.7,1390.0,0.069,0.012,57,378,0.019
T92678,1,159.7,1369.0,0.023,0.012,76,247,0.015
T97396,2,161.8,1395.0,0.059,0.012,68,223,0.018
T95413,2,154.3,1359.0,0.026,0.012,97,252,0.021
T96892,2,165.5,,0.061,0.012,84,268,0.022
T91775,1,165.4,1420.0,0.054,0.012,80,310,0.018
T92998,1,178.0,1374.0,0.056,0.012,58,272,0.016
T98280,2,161.2,1387.0,0.069,0.012,110,351,0.026
T98554,1,149.6,1326.0,0.067,0.012,67,342,0.019
T93511,1,163.4,1374.0,0.035,0.012,62,316,0.016
T96258,2,174.1,1375.0,0.039,0.012,81,337,0.023
T99164,2,169.3,1340.0,0.04,0.012,52,355,0.014
T94242,2,172.6,1363.0,0.029,0.012,58,291,0.014
T95859,1,168.2,,0.039,0.012,60,355,0.014
T93612,1,161.9,1342.0,0.069,0.012,73,230,0.017
T96578,1,157.1,1357.0,0.044,0.012,73,301,0.017
T93047,1,158.1,1423.0,0.068,0.012,62,362,0.019
T91860,1,160.8,1371.0,0.024,0.012,66,264,0.013
T95555,2,169.4,1378.0,0.022,0.012,40,262,0.01
T94385,1,164.4,1417.0,0.049,0.012,68,288,0.019
T91878,1,152.4,1308.0,0.057,0.012,71,318,0.02
T97420,2,167.2,1424.0,0.031,0.012,82,312,0.016
T98574,2,173.6,1389.0,0.045,0.012,69,350,0.019
T96892,2,154.0,1339.0,0.064,0.012,78,384,0.019
T97546,2,168.8,1339.0,0.058,0.012,66,328,0.016
T99392,1,150.2,1390.0,0.032,0.012,94,365,0.026
T93695,1,158.9,1389.0,0.037,0.012,71,315,0.016
T97668,2,156.0,1381.0,0.035,0.012,70,290,0.017
T97736,1,169.8,1346.0,0.056,0.012,59,376,0.018
T94943,2,176.7,1376.0,0.068,0.012,81,307,0.021
T96463,1,172.4,1354.0,0.034,0.012,75,257,0.014
T94763,1,172.2,1363.0,0.049,0.012,84,362,0.022
T93931,1,158.5,1345.0,0.069,0.012,64,363,0.021
T93511,2,169.1,1353.0,0.028,0.012,72,346,0.017
T95426,2,166.7,1317.0,0.053,0.012,88,324,0.02
T95737,1,156.8,1408.0,0.037,0.012,94,311,0.023
T96116,1,172.5,1349.0,0.07,0.012,83,292,0.02
T96232,2,168.0,1404.0,0.025,0.012,78,379,0.02
T92707,2,163.5,1359.0,0.043,0.012,56,286,0.011
T96191,1,170.7,1355.0,0.033,0.012,66,246,0.013
T96618,1,166.0,1318.0,0.022,0.012,44,361,0.01
T94242,2,173.4,1418.0,0.068,0.012,77,313,0.018
T91206,1,178.2,1396.0,0.048,0.012,68,357,0.017
T93731,2,163.0,1346.0,0.055,0.012,77,322,0.022
T99838,2,163.0,,0.051,0.012,67,343,0.019
T95887,1,161.6,1397.0,0.027,0.012,60,285,0.015
T92267,1,165.1,1375.0,0.029,0.012,64,378,0.02
T92899,1,174.5,1374.0,0.051,0.012,88,261,0.02
T99004,2,157.6,1370.0,0.059,0.012,85,232,0.022
T97374,2,155.4,1350.0,0.051,0.012,69,287,0.018
T91769,2,166.7,1360.0,0.049,0.012,88,303,0.022
T92685,1,164.7,1346.0,0.057,0.012,82,371,0.021
T91391,1,166.4,1396.0,0.032,0.012,64,292,0.015
T95859,2,151.3,1411.0,0.057,0.012,62,298,0.016
T98734,2,175.8,1379.0,0.041,0.012,58,324,0.013
T97873,1,166.4,1357.0,0.054,0.012,67,254,0.016
T91854,2,182.1,1359.0,0.034,0.012,79,411,0.02
T92930,1,167.9,1379.0,0.027,0.012,63,297,0.012
T96618,1,162.2,1384.0,0.021,0.012,58,351,0.015
T95555,2,166.8,1374.0,0.06,0.012,88,335,0.02
T98858,2,175.4,1352.0,0.03,0.012,76,244,0.015
T93931,2,160.0,1399.0,0.038,0.012,69,321,0.018
T93433,2,169.1,1373.0,0.058,0.012,43,298,0.013
T92267,2,168.1,1382.0,0.043,0.012,79,337,0.02
T99322,1,169.2,1317.0,0.031,0.012,55,380,0.014
T99006,2,158.6,1365.0,0.03,0.012,72,372,0.018
T93511,1,169.5,1388.0,0.04,0.012,79,346,0.018
T98869,2,168.9,1339.0,0.048,0.012,83,291,0.018
T99800,2,176.0,1326.0,0.04,0.012,58,294,0.013
T98916,2,177.4,1398.0,0.065,0.012,82,356,0.023
T94099,2,167.6,1373.0,0.02,0.012,71,285,0.013
T97374,2,166.6,1375.0,0.04,0.012,75,321,0.018
T96249,2,158.3,1380.0,0.057,0.012,55,334,0.017
T99006,1,163.6,,0.065,0.012,50,253,0.012
T91161,2,161.8,1296.0,0.038,0.012,92,306,0.019
T99958,2,171.8,1360.0,0.054,0.012,89,339,0.024
T93454,2,167.2,1366.0,0.049,0.012,46,299,0.013
T95555,2,158.1,1374.0,0.03,0.012,80,391,0.023
T91663,1,159.1,1371.0,0.054,0.012,64,272,0.018
T99666,1,182.9,1359.0,0.032,0.012,82,388,0.018
T96578,1,162.0,1392.0,0.059,0.012,51,402,0.017
T96578,1,169.7,1363.0,0.063,0.012,67,374,0.02
T91189,1,165.2,1375.0,0.044,0.012,75,378,0.02
T97420,1,163.3,1410.0,0.023,0.012,48,289,0.012
T96172,2,173.2,1334.0,0.057,0.012,53,254,0.011
T96486,2,161.8,1313.0,0.043,0.012,65,330,0.019
T95426,1,162.9,1379.0,0.025,0.012,54,286,0.011
T96530,2,174.6,1385.0,0.037,0.012,68,308,0.016
T97374,2,162.3,1424.0,0.035,0.012,67,277,0.013
T92757,2,155.2,1371.0,0.056,0.012,75,286,0.019
T92267,2,157.1,1366.0,0.041,0.012,76,362,0.02
T98270,2,168.6,1357.0,0.049,0.012,63,288,0.014
T97265,1,160.1,1397.0,0.045,0.012,80,330,0.021
T98513,1,172.9,1383.0,0.056,0.012,55,285,0.014
T99004,1,165.1,1391.0,0.056,0.012,58,307,0.017
T96734,1,170.3,1377.0,0.042,0.012,40,210,0.006
T98125,1,167.5,1391.0,0.027,0.012,67,265,0.013
T99006,1,172.4,1405.0,0.04,0.012,86,349,0.021
T92184,2,178.2,1385.0,0.028,0.012,70,259,0.014
T94510,1,169.0,1357.0,0.068,0.012,58,318,0.015
T96463,2,168.6,1346.0,0.068,0.012,44,316,0.018
T97439,2,172.8,1374.0,0.043,0.012,47,364,0.013
T93027,1,161.1,1408.0,0.021,0.012,64,249,0.012
T93327,1,168.8,1375.0,0.039,0.012,65,319,0.019
T97287,1,158.5,1329.0,0.065,0.012,76,290,0.018
T96450,2,159.7,1414.0,0.034,0.012,85,404,0.023
T97668,1,161.7,1382.0,0.051,0.012,74,420,0.023
T93047,1,173.9,1368.0,0.029,0.012,63,374,0.018
T99529,1,164.0,1366.0,0.061,0.012,77,361,0.021
T99004,2,159.5,,0.065,0.012,76,307,0.019
T96855,1,170.3,1349.0,0.051,0.012,83,312,0.018
T96463,1,153.5,1349.0,0.051,0.012,59,301,0.014
T91202,2,151.9,1386.0,0.039,0.012,76,336,0.019
T91863,2,163.2,1365.0,0.055,0.012,77,285,0.016
T94104,2,163.1,1397.0,0.044,0.012,67,265,0.015
T92267,1,172.3,1316.0,0.057,0.012,53,293,0.013
T96134,1,173.4,1426.0,0.068,0.012,70,293,0.016
T96530,2,164.3,1401.0,0.061,0.012,60,258,0.013
T97374,1,163.5,1381.0,0.046,0.012,80,403,0.018
T98777,2,159.6,1361.0,0.069,0.012,68,364,0.023
T96051,2,164.2,1390.0,0.05,0.012,70,346,0.021
T99006,2,147.1,1372.0,0.023,0.012,65,304,0.013
T96393,2,161.8,,0.057,0.012,66,317,0.014
T98392,2,164.4,1389.0,0.061,0.012,90,372,0.025
T94627,1,159.5,1392.0,0.027,0.012,76,359,0.018
T93062,1,160.5,1379.0,0.054,0.012,53,379,0.016
T95389,1,162.9,1358.0,0.066,0.012,69,331,0.019
T92016,1,165.0,1367.0,0.033,0.012,53,384,0.014
T96977,2,171.0,1336.0,0.049,0.012,90,274,0.023
T96892,1,168.0,1335.0,0.034,0.012,85,230,0.015
T98554,2,171.2,1355.0,0.059,0.012,90,298,0.02
T96393,2,169.0,1394.0,0.049,0.012,48,283,0.011
T92998,1,165.8,1373.0,0.041,0.012,56,316,0.013
T99901,1,180.6,1394.0,0.021,0.012,59,343,0.015
T98555,2,160.0,1402.0,0.067,0.012,57,270,0.015
T94005,1,158.6,1379.0,0.045,0.012,58,376,0.016
T99901,1,163.9,1344.0,0.06,0.012,59,310,0.016
T98208,1,164.6,1390.0,0.04,0.012,66,409,0.017
T96575,1,166.0,1342.0,0.062,0.012,75,296,0.02
T98869,2,158.3,1357.0,0.028,0.012,77,386,0.019
T97184,2,178.7,1404.0,0.032,0.012,82,256,0.017
T96892,1,162.6,1370.0,0.037,0.012,74,321,0.02
T97949,2,158.3,1382.0,0.024,0.012,74,326,0.017
T95859,2,166.8,1319.0,0.042,0.012,85,234,0.02
T93931,1,172.7,1362.0,0.044,0.012,79,300,0.017
T96734,1,176.3,1377.0,0.026,0.012,73,370,0.019
T91769,2,148.2,1372.0,0.041,0.012,47,311,0.016
T98392,2,170.4,1390.0,0.03,0.012,88,412,0.021
T96390,2,177.3,1354.0,0.064,0.012,49,277,0.014
T92267,1,160.8,1399.0,0.045,0.012,60,364,0.015
T96116,2,163.4,1358.0,0.068,0.012,41,322,0.014
T92585,2,158.4,1371.0,0.037,0.012,92,273,0.019
T93931,1,161.1,1345.0,0.037,0.012,62,344,0.015
T92663,2,157.5,1384.0,0.037,0.012,70,327,0.017
T91202,1,171.5,1351.0,0.033,0.012,49,342,0.014
T94005,1,164.3,1377.0,0.059,0.012,72,336,0.019
T99792,2,144.0,,0.034,0.012,83,360,0.021
T97184,1,160.8,1393.0,0.034,0.012,59,383,0.017
T99154,1,160.2,1435.0,0.022,0.012,69,264,0.015
T92707,2,171.0,1370.0,0.068,0.012,73,279,0.02
T97420,1,164.5,1362.0,0.064,0.012,55,281,0.014
T98989,2,164.3,,0.035,0.012,79,271,0.016
T98099,1,169.5,1385.0,0.046,0.012,58,252,0.014
T97863,1,172.4,1367.0,0.044,0.012,71,320,0.019
T92986,2,166.9,1349.0,0.024,0.012,68,292,0.015
T96864,2,160.4,1348.0,0.047,0.012,84,359,0.021
T97863,2,154.5,1401.0,0.026,0.012,72,383,0.019
T93558,1,175.1,1392.0,0.042,0.012,42,320,0.012
T99392,2,188.7,1403.0,0.024,0.012,71,369,0.017
T97287,1,165.9,1334.0,0.049,0.012,71,320,0.017
T98994,2,167.2,1361.0,0.022,0.012,75,375,0.018
T96232,1,175.5,1347.0,0.051,0.012,63,397,0.017
T92021,2,153.0,1373.0,0.055,0.012,51,281,0.013
T96592,1,171.7,1350.0,0.049,0.012,51,355,0.015
T96276,2,167.6,1405.0,0.043,0.012,67,337,0.015
T96051,1,159.6,1361.0,0.023,0.012,89,303,0.018
T98513,1,161.4,1416.0,0.021,0.012,69,256,0.012
T99996,1,155.8,1392.0,0.037,0.012,68,326,0.016
T99004,1,172.9,1393.0,0.059,0.012,72,320,0.017
T94242,2,157.7,1413.0,0.052,0.012,80,294,0.019
T91995,1,167.9,1372.0,0.026,0.012,64,283,0.012
T96618,2,153.6,1391.0,0.054,0.012,79,439,0.02
T93790,1,174.8,1378.0,0.049,0.012,82,285,0.021
T99154,2,163.6,1350.0,0.028,0.012,78,356,0.02
T94152,1,172.5,1354.0,0.058,0.012,82,325,0.02
T99958,1,163.5,1365.0,0.062,0.012,92,359,0.025
T91860,2,160.8,1381.0,0.032,0.012,68,200,0.01
T99755,2,155.6,1389.0,0.052,0.012,64,402,0.017
T91202,1,172.4,1384.0,0.039,0.012,52,285,0.011
T92757,2,162.5,1384.0,0.023,0.012,73,274,0.016
T96618,2,167.1,1363.0,0.063,0.012,68,401,0.021
T96249,2,160.0,1315.0,0.061,0.012,79,337,0.023
